,PUMA,NP,ACCESS,BATH,BDSP,BLD,BROADBND,COMPOTHX,DIALUP,ELEFP,ELEP,FS,FULFP,GASFP,HFL,HISPEED,LAPTOP,OTHSVCEX,REFR,RMSP,RNTM,RNTP,RWAT,SATELLITE,SINK,SMARTPHONE,STOV,TABLET,TEL,TEN,VEH,WATFP,YBL,GRNTP,GRPIP,HHL,HHLANP,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPP,NR,NRC,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SRNT,SSMC,WGTP_CLT,AMI,AFF_OCC,COST_BURDALL
391,3107,1,1.0,1,3,2,1.0,2.0,2.0,3.0,150.0,2.0,2.0,3.0,9.0,2.0,2.0,2.0,1,4,2.0,1100.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,7,1256.0,38.0,1.0,9500.0,4.0,40000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,13.69,4.0,4.0,1.0
392,3103,2,1.0,1,2,7,2.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,1407.0,31.0,1.0,9500.0,3.0,55000.0,0.0,1.0,1.0,1.0,1,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,189.0,5.0,5.0,1.0
393,3107,2,1.0,1,1,7,1.0,2.0,2.0,3.0,50.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1,4,2.0,1000.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,7,1113.0,101.0,1.0,9500.0,3.0,20.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,54.76,1.0,5.0,1.0
394,3103,1,1.0,1,1,7,1.0,2.0,2.0,3.0,50.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1,2,2.0,920.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,973.0,49.0,1.0,9500.0,6.0,24000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,39.0,2.0,4.0,1.0
395,3104,2,1.0,1,2,6,1.0,2.0,2.0,3.0,40.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1,4,2.0,970.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,11,1092.0,19.0,4.0,1765.0,3.0,69000.0,0.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,86.13,6.0,4.0,0.0
396,3104,1,2.0,1,2,9,1.0,2.0,2.0,1.0,114.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1,5,1.0,820.0,1,2.0,1,2.0,2,2.0,1.0,3.0,0.0,1.0,6,820.0,101.0,1.0,9500.0,6.0,6500.0,0.0,4.0,4.0,4.0,2,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,1,0.0,60.39,1.0,2.0,1.0
397,3105,4,1.0,1,3,5,1.0,2.0,2.0,3.0,150.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1,5,2.0,880.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,1.0,4,1230.0,65.0,2.0,1200.0,5.0,22800.0,0.0,2.0,4.0,4.0,1,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,97.22,1.0,4.0,1.0
398,3102,1,1.0,1,4,2,1.0,2.0,2.0,3.0,200.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,7,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,11,1600.0,64.0,1.0,9500.0,4.0,30000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,180.69,3.0,4.0,1.0
399,3105,1,1.0,1,1,7,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,890.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,3.0,9,943.0,21.0,1.0,9500.0,4.0,53000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,47.14,6.0,4.0,0.0
400,3103,3,1.0,1,3,6,1.0,2.0,2.0,3.0,150.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,8,1492.0,90.0,1.0,9500.0,3.0,20000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,113.0,1.0,4.0,1.0
401,3104,3,1.0,1,3,9,2.0,2.0,2.0,3.0,150.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,2800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,3.0,3.0,11,2971.0,8.0,1.0,9500.0,1.0,423700.0,0.0,2.0,2.0,2.0,1,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,180.18,7.0,7.0,0.0
402,3105,1,1.0,1,2,8,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,1600.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,19,1660.0,101.0,2.0,1200.0,4.0,1400.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,257.28,1.0,5.0,1.0
403,3105,4,3.0,1,2,6,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,750.0,1,2.0,1,2.0,1,2.0,1.0,3.0,1.0,1.0,7,850.0,51.0,2.0,1200.0,2.0,20000.0,0.0,3.0,3.0,3.0,1,2.0,1.0,4.0,2.0,0.0,1.0,2.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,102.13,1.0,3.0,1.0
404,3101,1,1.0,1,3,6,1.0,2.0,2.0,3.0,110.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,1100.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,1.0,4,1210.0,66.0,2.0,1200.0,4.0,22000.0,0.0,4.0,4.0,4.0,1,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,168.0,2.0,4.0,1.0
405,3101,2,1.0,1,2,3,1.0,2.0,2.0,3.0,60.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,1400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,1,1590.0,19.0,2.0,1200.0,7.0,100000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,1.0,0.0,4.0,1,0.0,0.0,0.0,0.0,3,1,0.0,53.0,7.0,5.0,0.0
406,3103,1,1.0,1,2,7,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,4,2.0,780.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,6,860.0,22.0,1.0,9500.0,4.0,48000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,226.0,5.0,3.0,0.0
407,3106,1,1.0,1,1,7,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1,3,2.0,970.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,17,1055.0,80.0,1.0,9500.0,6.0,15900.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,1,0.0,21.08,2.0,4.0,1.0
408,3107,1,1.0,1,2,3,2.0,2.0,2.0,3.0,100.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1,4,2.0,380.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,8,490.0,33.0,1.0,9500.0,6.0,18000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,23.32,2.0,1.0,1.0
409,3103,4,1.0,1,4,2,1.0,2.0,2.0,3.0,180.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,10,2.0,1400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,8,1587.0,9.0,1.0,9500.0,1.0,215000.0,0.0,3.0,3.0,3.0,1,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,98.0,7.0,4.0,0.0
410,3107,1,3.0,1,2,7,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,900.0,1,2.0,1,2.0,1,2.0,1.0,3.0,4.0,3.0,5,1013.0,58.0,1.0,9500.0,4.0,21000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,2,1,0.0,139.93,2.0,4.0,1.0
412,3102,1,1.0,1,1,6,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,630.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,1.0,4,700.0,32.0,2.0,1200.0,4.0,26000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,55.97,3.0,3.0,1.0
413,3102,1,1.0,1,2,7,2.0,2.0,2.0,3.0,140.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,870.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,11,1010.0,35.0,1.0,9500.0,6.0,35000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,2,1,0.0,105.07,4.0,4.0,1.0
414,3105,4,1.0,1,2,8,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1100.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,1197.0,11.0,4.0,1765.0,1.0,130010.0,0.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,417.35,7.0,4.0,0.0
415,3104,1,1.0,1,2,7,2.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1300.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,7,1380.0,17.0,4.0,1970.0,4.0,100000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,113.85,7.0,5.0,0.0
416,3105,2,1.0,1,1,6,2.0,2.0,2.0,3.0,70.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1,2,2.0,1100.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,8,1213.0,15.0,4.0,1730.0,1.0,100000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,239.61,7.0,5.0,0.0
417,3101,2,1.0,1,2,6,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,830.0,1,2.0,1,1.0,1,2.0,1.0,3.0,3.0,3.0,5,934.0,14.0,1.0,9500.0,7.0,80000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,1.0,0.0,4.0,1,0.0,0.0,0.0,0.0,3,1,0.0,50.0,7.0,3.0,0.0
418,3102,1,1.0,1,2,2,1.0,2.0,2.0,3.0,100.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,1100.0,1,2.0,1,2.0,1,2.0,1.0,3.0,1.0,3.0,6,1243.0,101.0,1.0,9500.0,6.0,8200.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,1,0.0,51.06,1.0,4.0,1.0
419,3104,2,1.0,1,4,3,1.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,7,2.0,1068.0,1,2.0,1,1.0,1,2.0,1.0,4.0,2.0,2.0,5,1218.0,36.0,1.0,9500.0,1.0,18000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,2.0,3,1,0.0,94.05,2.0,1.0,0.0
420,3101,1,1.0,1,2,5,1.0,2.0,2.0,3.0,120.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1,4,2.0,130.0,1,2.0,1,1.0,1,2.0,1.0,3.0,0.0,2.0,12,250.0,27.0,1.0,9500.0,4.0,11000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,1,1,0.0,77.0,1.0,1.0,0.0
421,3102,2,1.0,1,3,2,1.0,2.0,2.0,3.0,230.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,7,2.0,1000.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,8,1295.0,32.0,1.0,9500.0,3.0,48000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,48.12,5.0,4.0,1.0
422,3101,1,3.0,1,2,2,1.0,2.0,2.0,3.0,30.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1,5,2.0,1068.0,1,2.0,1,2.0,1,2.0,1.0,4.0,1.0,3.0,1,1218.0,36.0,1.0,9500.0,4.0,26300.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,1,0.0,64.0,3.0,1.0,0.0
423,3103,1,1.0,1,1,7,1.0,2.0,2.0,3.0,120.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,990.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,1160.0,27.0,1.0,9500.0,6.0,51000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,134.0,5.0,5.0,0.0
424,3102,1,1.0,1,3,2,1.0,2.0,2.0,3.0,250.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,6,2.0,850.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,7,1158.0,28.0,1.0,9500.0,4.0,50000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,2,1,0.0,137.48,5.0,4.0,0.0
425,3102,1,3.0,1,2,3,1.0,2.0,2.0,3.0,110.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,730.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,3.0,7,873.0,81.0,1.0,9500.0,6.0,13000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,243.54,1.0,3.0,1.0
426,3107,2,1.0,1,1,7,1.0,2.0,2.0,3.0,200.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,1,2,2.0,780.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,6,1130.0,34.0,1.0,9500.0,1.0,39700.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,2.0,1,1,0.0,49.69,4.0,5.0,1.0
427,3104,1,1.0,1,3,2,1.0,1.0,2.0,3.0,80.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,1,4,2.0,1300.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,6,1474.0,25.0,1.0,9500.0,6.0,70000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,55.44,7.0,4.0,0.0
428,3103,3,1.0,1,2,2,1.0,2.0,2.0,3.0,120.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1,6,2.0,750.0,1,2.0,1,1.0,1,1.0,1.0,3.0,3.0,2.0,2,890.0,12.0,1.0,9500.0,2.0,87600.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,0,0.0,37.0,7.0,3.0,0.0
429,3106,4,1.0,1,3,2,1.0,2.0,2.0,3.0,70.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,850.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,8,1011.0,98.0,1.0,9500.0,3.0,12400.0,1.0,3.0,2.0,3.0,1,1.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,1,1.0,1.0,0.0,0.0,2,1,0.0,60.14,1.0,3.0,1.0
430,3105,2,1.0,1,2,9,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1900.0,1,2.0,1,1.0,1,2.0,1.0,3.0,2.0,3.0,13,1961.0,36.0,1.0,9500.0,7.0,0.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,54.99,1.0,6.0,1.0
431,3105,1,1.0,1,1,7,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,810.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,5,915.0,55.0,1.0,9500.0,6.0,20000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,98.2,2.0,4.0,1.0
433,3105,1,1.0,1,4,2,1.0,2.0,2.0,3.0,150.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,6,2.0,600.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,2,825.0,23.0,1.0,9500.0,4.0,43000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,178.72,5.0,2.0,0.0
434,3101,2,1.0,1,2,6,1.0,2.0,2.0,3.0,70.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,840.0,1,2.0,1,1.0,1,1.0,1.0,3.0,0.0,2.0,6,910.0,34.0,1.0,9500.0,3.0,32400.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,60.0,3.0,3.0,1.0
435,3103,2,1.0,1,3,5,1.0,2.0,2.0,3.0,110.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,5,2.0,910.0,1,1.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,6,1020.0,34.0,1.0,9500.0,5.0,36000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,3,1,0.0,88.0,4.0,3.0,1.0
436,3101,1,1.0,1,0,9,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,1,2.0,1000.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,1.0,7,1100.0,29.0,1.0,9500.0,6.0,45000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,43.0,5.0,5.0,0.0
437,3108,8,1.0,1,4,2,1.0,2.0,2.0,3.0,130.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,9,2.0,1600.0,1,2.0,1,1.0,1,1.0,1.0,3.0,3.0,3.0,9,1850.0,25.0,1.0,9500.0,1.0,87500.0,0.0,3.0,3.0,3.0,1,1.0,1.0,3.0,6.0,0.0,0.0,6.0,0.0,1,0.0,1.0,0.0,0.0,3,1,0.0,70.31,5.0,5.0,0.0
438,3108,1,1.0,1,2,8,2.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1100.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,6,1200.0,72.0,1.0,9500.0,4.0,20000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2,1,0.0,129.65,2.0,4.0,1.0
439,3107,2,1.0,1,3,2,1.0,2.0,2.0,3.0,70.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1,6,2.0,950.0,1,2.0,1,1.0,1,1.0,1.0,3.0,3.0,2.0,2,1090.0,12.0,1.0,9500.0,1.0,109000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,52.22,7.0,3.0,0.0
441,3101,2,1.0,1,2,8,1.0,2.0,2.0,3.0,170.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,0.0,1.0,10,570.0,47.0,1.0,9500.0,2.0,14500.0,0.0,2.0,2.0,2.0,1,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,93.0,1.0,2.0,1.0
442,3101,2,1.0,1,1,9,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,2800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,20,2887.0,17.0,1.0,9500.0,5.0,198000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,1,1,0.0,123.0,7.0,7.0,0.0
443,3105,2,1.0,1,3,2,1.0,2.0,2.0,3.0,150.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,1800.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,5,1966.0,23.0,1.0,9500.0,7.0,103000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1,0.0,0.0,0.0,0.0,3,1,0.0,194.44,7.0,6.0,0.0
444,3106,1,1.0,1,2,2,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,3,2.0,900.0,1,1.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,7,983.0,18.0,1.0,9500.0,6.0,65000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,17.98,7.0,3.0,0.0
445,3102,3,1.0,1,3,9,1.0,2.0,2.0,3.0,120.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1,5,2.0,770.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,8,890.0,38.0,1.0,9500.0,3.0,28000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,2,1,0.0,166.94,2.0,2.0,1.0
446,3101,5,1.0,1,3,4,1.0,2.0,2.0,3.0,180.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,950.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,3,1290.0,26.0,1.0,9500.0,2.0,60000.0,0.0,2.0,2.0,2.0,1,1.0,1.0,4.0,3.0,0.0,1.0,3.0,2.0,1,0.0,1.0,0.0,0.0,2,1,0.0,218.0,4.0,4.0,0.0
447,3101,1,1.0,1,0,8,1.0,2.0,2.0,3.0,40.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1400.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,3.0,12,1443.0,17.0,3.0,1350.0,4.0,103000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,43.0,7.0,6.0,0.0
450,3107,1,1.0,1,1,6,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,830.0,1,2.0,1,1.0,1,1.0,1.0,3.0,1.0,3.0,6,932.0,85.0,1.0,9500.0,4.0,13180.0,0.0,4.0,4.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,77.06,1.0,4.0,1.0
451,3101,1,1.0,1,0,9,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,1,2.0,1400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,0.0,3.0,8,1499.0,18.0,4.0,2000.0,6.0,100000.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,1,0.0,92.0,7.0,6.0,0.0
452,3102,1,3.0,1,1,9,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,2,2.0,580.0,1,2.0,1,1.0,1,2.0,1.0,3.0,1.0,1.0,19,630.0,74.0,1.0,9500.0,4.0,10200.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,2,1,0.0,165.96,1.0,2.0,1.0
453,3106,2,1.0,1,2,2,1.0,2.0,2.0,3.0,70.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,1,6,2.0,1400.0,1,2.0,1,1.0,1,1.0,1.0,3.0,2.0,3.0,6,1659.0,13.0,1.0,9500.0,5.0,150100.0,0.0,4.0,4.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,3,1,0.0,10.85,7.0,5.0,0.0
