,PUMA,NP,ACCESS,BATH,BDSP,BLD,BROADBND,COMPOTHX,DIALUP,ELEFP,ELEP,FS,FULFP,GASFP,HFL,HISPEED,LAPTOP,OTHSVCEX,REFR,RMSP,RNTM,RNTP,SATELLITE,SMARTPHONE,TABLET,TEL,TEN,VEH,WATFP,YBL,GRPIP,HHL,HHLANP,HHT,HINCP,HUPAC,KIT,LNGI,MULTG,MV,NOC,NPP,NR,PARTNER,PSF,R18,R65,RESMODE,SRNT,SSMC,WGTP_CLT,AMI,AFF_OCC,COST_BURDALL,Cluster
817,3101,2,1.0,1,2,2,1.0,2.0,2.0,3.0,70.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,880.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,4,11.0,1.0,9500.0,7.0,108000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2,1,0.0,151.0,7.0,4.0,0.0,Cluster 0
818,3107,1,1.0,1,2,5,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,780.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,6,12.0,4.0,3220.0,4.0,86000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,27.89,7.0,3.0,0.0,Cluster 0
819,3105,6,1.0,1,2,6,1.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,560.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,11,24.0,2.0,1200.0,1.0,35000.0,3.0,1,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,213.09,2.0,2.0,0.0,Cluster 3
820,3101,1,1.0,1,1,7,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,950.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,10,17.0,1.0,9500.0,6.0,72000.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,41.0,7.0,4.0,0.0,Cluster 0
821,3105,2,3.0,1,2,2,1.0,2.0,2.0,3.0,150.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,400.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3,9.0,1.0,9500.0,1.0,79000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,0.0,159.08,7.0,2.0,0.0,Cluster 1
822,3104,2,1.0,1,3,2,1.0,2.0,2.0,3.0,150.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,6,2.0,1200.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,7,45.0,1.0,9500.0,3.0,40000.0,2.0,1,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,154.44,4.0,4.0,1.0,Cluster 3
823,3105,2,1.0,1,3,2,1.0,2.0,2.0,3.0,150.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1,6,2.0,1600.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3,33.0,1.0,9500.0,7.0,67730.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0.0,76.6,6.0,5.0,1.0,Cluster 0
824,3108,3,1.0,1,3,2,1.0,2.0,2.0,3.0,200.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,4,2.0,1100.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,6,16.0,1.0,9500.0,1.0,97000.0,1.0,1,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,74.18,7.0,4.0,0.0,Cluster 3
825,3101,2,1.0,1,2,9,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1900.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,14,21.0,1.0,9500.0,5.0,116000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0.0,65.0,7.0,7.0,0.0,Cluster 0
826,3106,4,1.0,1,2,5,1.0,2.0,2.0,3.0,230.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,860.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,7,56.0,1.0,9500.0,3.0,23300.0,3.0,1,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0.0,38.44,1.0,4.0,1.0,Cluster 3
827,3101,1,1.0,1,1,4,1.0,2.0,2.0,3.0,60.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,3,2.0,1700.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2,39.0,1.0,9500.0,4.0,55000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,228.0,6.0,7.0,1.0,Cluster 0
828,3107,2,1.0,1,1,7,1.0,2.0,2.0,3.0,130.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,900.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,8,26.0,1.0,9500.0,7.0,48940.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3,1,0.0,39.55,5.0,4.0,0.0,Cluster 0
829,3106,1,1.0,1,1,9,1.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1200.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,20,11.0,1.0,9500.0,4.0,140200.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,26.35,7.0,5.0,0.0,Cluster 0
830,3105,3,1.0,1,2,6,1.0,2.0,2.0,3.0,110.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1,3,2.0,1100.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,20,63.0,2.0,1200.0,3.0,23100.0,2.0,1,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3,1,0.0,43.21,2.0,4.0,1.0,Cluster 3
831,3101,1,1.0,1,3,9,1.0,2.0,2.0,3.0,30.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,2800.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,8,52.0,1.0,9500.0,4.0,65000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,102.0,7.0,7.0,1.0,Cluster 0
832,3101,2,1.0,1,3,2,1.0,2.0,2.0,3.0,80.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,6,2.0,1200.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1,39.0,1.0,9500.0,7.0,45000.0,4.0,1,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0.0,135.0,4.0,4.0,1.0,Cluster 1
833,3102,3,1.0,1,2,6,1.0,2.0,2.0,3.0,50.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,750.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,12,12.0,1.0,9500.0,3.0,79000.0,3.0,1,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,303.44,6.0,2.0,0.0,Cluster 3
834,3106,1,1.0,1,2,9,2.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,680.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,16,28.0,2.0,1200.0,6.0,31000.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,52.7,3.0,2.0,0.0,Cluster 1
835,3104,2,1.0,1,1,9,1.0,2.0,2.0,2.0,114.0,2.0,2.0,3.0,8.0,1.0,1.0,2.0,1,4,1.0,2800.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3,31.0,1.0,9500.0,1.0,109000.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,1,0.0,69.3,7.0,7.0,1.0,Cluster 0
836,3103,5,1.0,1,2,2,1.0,2.0,2.0,3.0,70.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1,6,2.0,900.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3,29.0,2.0,1200.0,1.0,45500.0,2.0,1,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0.0,55.0,3.0,4.0,0.0,Cluster 3
837,3102,3,1.0,1,2,6,2.0,2.0,2.0,3.0,180.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,650.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,5,101.0,2.0,1200.0,3.0,6000.0,2.0,1,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,54.01,1.0,2.0,1.0,Cluster 3
838,3104,6,1.0,1,5,2,1.0,2.0,2.0,3.0,50.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,10,2.0,2800.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,7,27.0,1.0,9500.0,1.0,127500.0,3.0,1,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,160.38,7.0,7.0,0.0,Cluster 3
839,3108,1,1.0,1,2,9,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1400.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,20,24.0,1.0,9500.0,4.0,75000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,52.25,7.0,5.0,0.0,Cluster 0
840,3105,1,3.0,1,1,9,1.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,1.0,2800.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,11,101.0,1.0,9500.0,6.0,13000.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,72.67,1.0,7.0,1.0,Cluster 1
841,3108,3,1.0,1,2,2,1.0,2.0,2.0,3.0,130.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,7,2.0,1000.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3,26.0,1.0,9500.0,1.0,53000.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,132.87,4.0,4.0,0.0,Cluster 3
842,3107,2,2.0,1,2,7,1.0,2.0,2.0,1.0,114.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,7,1.0,1200.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,21,7.0,1.0,9500.0,1.0,220900.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,1,0.0,47.66,7.0,4.0,0.0,Cluster 2
843,3101,3,1.0,1,1,6,1.0,2.0,2.0,3.0,150.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,2.0,800.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3,40.0,2.0,1200.0,3.0,30000.0,1.0,1,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1,0.0,106.0,2.0,4.0,1.0,Cluster 3
844,3101,3,1.0,1,2,6,1.0,2.0,2.0,3.0,90.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,4,2.0,750.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,5,22.0,5.0,4500.0,2.0,46400.0,2.0,1,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,1,0.0,137.0,4.0,3.0,0.0,Cluster 3
845,3107,2,1.0,1,3,2,1.0,2.0,2.0,3.0,130.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,6,2.0,1000.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,9,29.0,1.0,9500.0,1.0,50600.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,50.7,5.0,4.0,0.0,Cluster 0
846,3101,2,1.0,1,2,4,1.0,2.0,2.0,3.0,150.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,4,2.0,650.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,6,19.0,1.0,9500.0,3.0,51200.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,59.0,5.0,2.0,0.0,Cluster 1
847,3101,2,1.0,1,1,9,1.0,2.0,2.0,2.0,114.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,2,2.0,1500.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,21,16.0,1.0,9500.0,1.0,120000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,48.0,7.0,6.0,0.0,Cluster 0
848,3103,4,1.0,1,3,2,1.0,2.0,2.0,3.0,80.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,8,2.0,1100.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,5,101.0,1.0,9500.0,3.0,14000.0,3.0,1,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0.0,53.0,1.0,4.0,1.0,Cluster 3
849,3107,4,1.0,1,3,2,1.0,2.0,2.0,3.0,150.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,7,2.0,950.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,5,26.0,1.0,9500.0,5.0,54100.0,2.0,1,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3,1,0.0,18.76,4.0,3.0,0.0,Cluster 3
850,3105,4,1.0,1,3,7,1.0,2.0,2.0,3.0,120.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1000.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,7,13.0,1.0,9500.0,2.0,100000.0,2.0,1,1.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,3,1,0.0,52.05,7.0,3.0,0.0,Cluster 3
851,3106,6,1.0,1,4,2,1.0,2.0,2.0,3.0,120.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,1,11,2.0,1600.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,17,19.0,1.0,9500.0,3.0,142300.0,2.0,1,1.0,1.0,3.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,3,1,0.0,45.88,7.0,6.0,0.0,Cluster 0
852,3101,1,1.0,1,1,9,1.0,2.0,2.0,3.0,40.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1200.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,20,40.0,1.0,9500.0,4.0,37000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,55.0,4.0,5.0,1.0,Cluster 0
853,3107,3,1.0,1,2,7,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1300.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,19,21.0,1.0,9500.0,1.0,79900.0,2.0,1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0,27.89,6.0,5.0,0.0,Cluster 3
854,3108,1,1.0,1,1,7,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,800.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,6,30.0,1.0,9500.0,6.0,37000.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,103.2,4.0,4.0,1.0,Cluster 1
855,3108,1,1.0,1,1,3,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,800.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,9,58.0,1.0,9500.0,6.0,17700.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,36.77,2.0,4.0,1.0,Cluster 1
856,3102,1,1.0,1,2,6,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,6,2.0,900.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,8,48.0,1.0,9500.0,6.0,24000.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,111.95,2.0,3.0,1.0,Cluster 1
857,3101,3,3.0,1,2,1,1.0,2.0,2.0,3.0,20.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,5,2.0,300.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,3,4.0,2.0,1200.0,1.0,87000.0,2.0,1,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0.0,85.0,7.0,1.0,0.0,Cluster 3
858,3103,2,1.0,1,3,2,2.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1,5,2.0,900.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,7,14.0,1.0,9500.0,7.0,90000.0,4.0,1,1.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2,1,0.0,261.0,7.0,3.0,0.0,Cluster 0
859,3108,3,1.0,2,3,2,1.0,2.0,2.0,3.0,190.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2,6,2.0,800.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,6,10.0,1.0,9500.0,1.0,130000.0,1.0,2,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,39.99,7.0,3.0,0.0,Cluster 3
860,3101,5,3.0,1,3,3,1.0,2.0,2.0,3.0,240.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,1800.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,4,101.0,1.0,9500.0,3.0,20700.0,3.0,1,1.0,1.0,1.0,3.0,0.0,1.0,4.0,0.0,1.0,0.0,2,1,0.0,188.0,1.0,6.0,1.0,Cluster 3
861,3106,2,1.0,1,1,7,2.0,2.0,2.0,3.0,60.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1100.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,19,46.0,2.0,1200.0,1.0,30000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,97.96,3.0,5.0,1.0,Cluster 0
862,3108,3,1.0,1,3,2,1.0,2.0,2.0,3.0,250.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,6,2.0,1400.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,7,43.0,2.0,1200.0,3.0,45600.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,0.0,27.74,4.0,5.0,1.0,Cluster 1
863,3105,2,1.0,1,2,8,2.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,4,2.0,1200.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,8,24.0,1.0,9500.0,1.0,63180.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,1,0.0,96.24,6.0,4.0,0.0,Cluster 0
864,3106,3,1.0,1,2,7,2.0,2.0,1.0,3.0,130.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,8,2.0,1100.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,16,36.0,1.0,9500.0,3.0,43000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,24.18,4.0,4.0,1.0,Cluster 0
865,3102,1,3.0,1,1,9,1.0,2.0,2.0,3.0,80.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,2,2.0,1000.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,7,34.0,1.0,9500.0,4.0,38040.0,4.0,1,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,44.19,4.0,4.0,1.0,Cluster 1
866,3101,2,1.0,1,1,8,1.0,2.0,2.0,3.0,70.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,3,2.0,1400.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,14,14.0,1.0,9500.0,1.0,127000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,52.0,7.0,6.0,0.0,Cluster 0
867,3106,1,1.0,1,2,3,1.0,2.0,2.0,3.0,230.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,5,2.0,1500.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,8,7.0,1.0,9500.0,4.0,309200.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0.0,25.42,7.0,6.0,0.0,Cluster 0
868,3103,1,1.0,1,0,7,1.0,2.0,2.0,1.0,114.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1,1,2.0,400.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,8,36.0,4.0,2850.0,6.0,0.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,215.0,1.0,1.0,1.0,Cluster 2
869,3108,2,1.0,1,2,6,1.0,2.0,2.0,3.0,200.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,3,2.0,1400.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,7,33.0,2.0,1200.0,3.0,60000.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,59.34,6.0,5.0,1.0,Cluster 0
870,3101,1,3.0,1,0,9,1.0,2.0,2.0,1.0,114.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,1,2.0,190.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,10,26.0,1.0,9500.0,6.0,8800.0,4.0,1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,0.0,91.0,1.0,1.0,0.0,Cluster 2
871,3104,2,1.0,1,2,9,1.0,2.0,2.0,3.0,130.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1,5,2.0,2800.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,10,14.0,1.0,9500.0,3.0,258600.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,97.02,7.0,7.0,0.0,Cluster 0
872,3104,5,1.0,1,4,2,1.0,2.0,2.0,3.0,80.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,9,2.0,1900.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,7,24.0,1.0,9500.0,1.0,105000.0,1.0,1,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0.0,47.52,7.0,5.0,0.0,Cluster 3
873,3104,3,1.0,1,2,8,1.0,2.0,2.0,3.0,50.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,4,2.0,1100.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,7,20.0,4.0,1765.0,1.0,79000.0,2.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,220.77,6.0,4.0,0.0,Cluster 3
874,3102,2,1.0,1,2,6,1.0,2.0,2.0,3.0,120.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,780.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3,43.0,2.0,1200.0,5.0,25000.0,4.0,1,2.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2,1,0.0,114.89,2.0,3.0,1.0,Cluster 1
875,3101,1,1.0,1,1,9,1.0,2.0,2.0,3.0,50.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,2,2.0,1800.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,18,20.0,1.0,9500.0,4.0,113000.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,109.0,7.0,7.0,0.0,Cluster 0
876,3102,3,1.0,1,3,2,1.0,2.0,2.0,3.0,100.0,1.0,3.0,4.0,8.0,1.0,1.0,2.0,1,9,2.0,950.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,8,101.0,1.0,9500.0,3.0,2400.0,2.0,1,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0,58.92,1.0,4.0,1.0,Cluster 3
877,3105,2,1.0,1,2,5,1.0,2.0,2.0,3.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1,5,2.0,880.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,4,15.0,1.0,9500.0,7.0,81000.0,4.0,1,1.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3,1,0.0,76.6,7.0,3.0,0.0,Cluster 0
878,3105,6,1.0,1,4,2,1.0,2.0,2.0,3.0,190.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1,7,2.0,1200.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,4,24.0,2.0,1200.0,3.0,79800.0,3.0,1,1.0,2.0,5.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,3,1,0.0,51.06,5.0,4.0,0.0,Cluster 3
879,3105,5,3.0,1,2,2,1.0,2.0,2.0,3.0,190.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1,4,2.0,650.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,5,40.0,1.0,9500.0,3.0,26000.0,3.0,1,1.0,1.0,2.0,3.0,0.0,1.0,4.0,0.0,1.0,0.0,2,1,0.0,160.07,1.0,3.0,1.0,Cluster 3
880,3103,3,1.0,1,0,6,2.0,2.0,2.0,3.0,170.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1,1,2.0,510.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,10,9.0,1.0,9500.0,1.0,95000.0,2.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,2.0,151.0,7.0,3.0,0.0,Cluster 3
881,3105,1,1.0,1,2,5,1.0,2.0,2.0,1.0,114.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1,3,2.0,1400.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,4,19.0,1.0,9500.0,6.0,89000.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,55.97,7.0,5.0,0.0,Cluster 2
882,3103,1,3.0,1,1,7,1.0,2.0,2.0,3.0,310.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1,3,2.0,950.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,7,45.0,1.0,9500.0,6.0,34400.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,250.0,4.0,5.0,1.0,Cluster 1
